reference_id,paper_id
341935871,81869872
341935871,418462490
341935871,494449961
341935871,340209758
341935871,137636679
341935871,372660676
176392498,77886457
176392498,23183925
176392498,302013041
176392498,265558987
176392498,119890100
176392498,48276211
176392498,74812112
176392498,137755233
176392498,276248922
176392498,486314329
176392498,121984055
176392498,176264780
176392498,419833428
176392498,398885450
176392498,53088313
176392498,203366865
176392498,355144571
176392498,64487315
176392498,439284085
176392498,447835290
176392498,278838156
176392498,138304169
176392498,6271141
176392498,245103461
176392498,324823460
176392498,242552620
176392498,441363077
176392498,302444751
176392498,347535990
176392498,397688268
176392498,334609343
176392498,455951961
176392498,326011442
176392498,40594308
176392498,67705148
176392498,306768815
176392498,35040659
176392498,100139381
176392498,383363522
176392498,475868085
176392498,472031440
176392498,110300679
176392498,9429353
176392498,442769658
176392498,356815333
176392498,389321607
176392498,280015859
176392498,328478337
176392498,62388965
176392498,362514401
176392498,295663948
176392498,228146682
176392498,109060453
176392498,484941226
176392498,4915373
176392498,2104641
176392498,86788160
176392498,404365982
176392498,247305190
176392498,105788385
176392498,495132306
176392498,357789475
176392498,327533451
176392498,430380140
176392498,429630719
176392498,329243276
176392498,179557319
176392498,123203720
176392498,167639475
176392498,129089322
176392498,93588418
176392498,452670657
176392498,443256509
176392498,328784661
176392498,424636138
176392498,235689904
176392498,145723374
176392498,32948137
176392498,92568870
176392498,79894569
176392498,105326391
176392498,474921876
176392498,412735112
176392498,281748228
176392498,220276905
176392498,384673515
176392498,135280249
176392498,229958630
176392498,120089830
176392498,458075852
176392498,28155992
176392498,427130022
176392498,50068529
176392498,46878182
176392498,302715549
176392498,222483627
176392498,103002203
176392498,268563512
176392498,471822382
176392498,450709993
176392498,367846578
176392498,423777131
176392498,418763094
176392498,475837545
176392498,250681859
176392498,68622516
176392498,464491276
176392498,108668815
176392498,458971965
176392498,318113829
176392498,56645354
176392498,381455657
176392498,468635224
176392498,451163368
176392498,106149905
176392498,355155760
176392498,160816561
176392498,445061246
176392498,416963426
176392498,181912409
176392498,279389811
176392498,470480108
176392498,74479340
176392498,494275072
176392498,489564504
176392498,6100567
176392498,288965374
176392498,498420595
176392498,127663116
176392498,56622465
176392498,137898391
176392498,185651104
176392498,276400353
176392498,334108309
176392498,216659095
176392498,257573809
176392498,200320316
176392498,353471472
176392498,267540625
176392498,321844898
176392498,458925782
176392498,54899467
176392498,288248436
176392498,221579601
176392498,451722219
176392498,341357587
176392498,262834940
176392498,446830757
176392498,330643790
176392498,189285691
176392498,276712588
176392498,131251520
176392498,148318618
176392498,435926001
176392498,263684254
176392498,188890228
176392498,43175937
176392498,497267484
176392498,367475136
176392498,393953440
176392498,61910621
176392498,477630300
176392498,220254721
176392498,233107954
176392498,440084352
176392498,230126312
176392498,336995837
176392498,172307787
176392498,48005782
176392498,439072079
176392498,349812344
176392498,321139701
176392498,248177893
176392498,154497967
176392498,247227725
176392498,68683141
176392498,359786780
176392498,432092323
176392498,368004867
176392498,232505685
176392498,321498313
176392498,405711112
176392498,440073657
176392498,286010
176392498,5102483
176392498,75836193
176392498,310622733
176392498,91476650
176392498,353627560
176392498,436128945
176392498,356419632
176392498,456662957
176392498,414032862
176392498,71704772
176392498,310066804
176392498,18711413
176392498,459176969
176392498,446387390
176392498,164732506
176392498,70653783
176392498,143069254
176392498,93667750
176392498,335080825
176392498,180015178
176392498,30543967
176392498,472656203
176392498,82497509
176392498,252494761
176392498,109892413
176392498,456808099
176392498,89706985
176392498,361820682
176392498,216737412
176392498,13984977
176392498,200643601
176392498,366672102
176392498,283845808
176392498,348014117
176392498,180588315
176392498,325017454
176392498,363148579
176392498,324831402
176392498,92910706
176392498,433374370
176392498,450251554
176392498,174249438
176392498,412244977
176392498,259765060
176392498,312344687
176392498,267656096
176392498,221596617
176392498,102704086
176392498,106145838
176392498,87834982
176392498,284031704
176392498,316396568
176392498,81786724
176392498,38433913
176392498,393262857
176392498,437943831
176392498,59480821
176392498,195357052
176392498,51428170
176392498,259855788
176392498,157809715
176392498,302568029
176392498,156327414
176392498,343293277
176392498,360367338
176392498,22541902
176392498,162902730
176392498,99739951
176392498,94465016
176392498,339238085
176392498,149900834
176392498,92842591
176392498,403477428
176392498,234319590
176392498,318327262
176392498,100784223
176392498,156039715
176392498,423813715
176392498,135148889
176392498,168650185
176392498,494994074
176392498,16656088
176392498,495260697
176392498,269554728
176392498,200834243
176392498,308637338
176392498,176628834
176392498,104911982
176392498,334652479
176392498,462537562
176392498,470018101
176392498,21685332
176392498,96896279
176392498,178161167
176392498,485779134
176392498,351379359
176392498,431573191
176392498,152890610
176392498,431605903
176392498,355193006
176392498,372229335
176392498,38602125
176392498,334441481
176392498,24589446
176392498,415501155
176392498,79058013
176392498,124903852
176392498,125651473
176392498,60468794
176392498,349788210
176392498,490875765
176392498,456674231
176392498,47150300
176392498,18466501
176392498,414346571
176392498,12790633
176392498,154292610
176392498,278494542
176392498,414659094
176392498,387361103
176392498,344482111
176392498,64327793
176392498,197320468
176392498,372562042
176392498,239950156
176392498,324400552
176392498,357847586
176392498,457094065
176392498,209548791
176392498,283963007
176392498,127882409
176392498,492006942
176392498,480551474
176392498,164868426
176392498,267470375
176392498,172920163
176392498,127816492
176392498,226610606
176392498,261181745
176392498,434539121
176392498,36844873
176392498,10432795
176392498,268240088
176392498,264287388
176392498,219713016
176392498,124540617
176392498,12720394
176392498,128458752
176392498,460366927
176392498,384694668
176392498,228251478
176392498,26208491
176392498,155603404
176392498,346391512
