id,T,tree_entropy
372720438,20.30576673539418,0.0
135713629,20.30576673539418,0.0010069509572174444
40966658,0.0,0.0010069509572174444
173890311,20.30576673539418,0.0010069509572174444
16878307,20.305766735394176,0.06391592617473583
189561423,15.44704680602903,0.0021552761822514854
474531446,0.0,0.0010069509572174444
59420930,20.30576673539418,0.14614755659677367
175506451,20.305766735394176,0.0008668173999110079
3172689,20.30576673539418,0.0017482157503071719
18964655,20.305766735394176,0.026877335963786084
6084254,20.30576673539418,0.00041126933272819295
346921259,8.789609478938486,0.08055246684301821
212840845,0.0,0.0010069509572174444
415925288,20.305766735394176,0.04898367629421801
338230581,10.974589642002359,0.000927838345963931
192137852,10.041257094541935,0.0009231363041872213
35459386,20.30576673539418,0.003951466110616813
320669880,0.0,0.000927838345963931
399477673,0.0,0.0010069509572174444
126986251,0.0,0.0010069509572174444
164872045,0.0,0.0010069509572174444
196798873,20.30576673539418,0.017274767110188292
237816199,20.30576673539418,0.003951466110616813
478418683,20.30576673539418,0.0010069509572174444
219171867,0.0,0.0010069509572174444
18116067,20.30576673539418,0.0017482157503071719
257387666,20.30576673539418,0.0010069509572174444
316327699,20.30576673539418,0.0025179649534709946
272585564,12.598129589093773,0.05390717723951039
426183726,12.533651326335013,0.000950632052941231
89731484,11.123446224484193,0.013037794052477215
139431508,20.30576673539418,0.0032493574383333328
479360422,12.985559305764227,0.0005638983185141557
9997996,13.476128662566637,0.00032792149243752647
170954652,12.415251382222356,0.008888696007645575
487668159,11.781968929868876,0.0024137521580550117
485818596,0.0,0.0010069509572174444
487541535,20.30576673539418,0.00019461159763411128
406391554,20.30576673539418,0.0010069509572174444
367748069,13.782880736501225,0.000714234984117641
92304756,9.447955108190374,0.0014117848723496833
22725049,9.690318562718987,9.31987181543279e-05
59238637,16.613531113240185,0.0009203655761500127
256923838,9.216463451515876,0.0007321622808230027
167490674,9.452533546986622,0.0007980496371478642
261223262,6.184739193739647,0.0007321622808230027
57695632,13.593496560789507,0.0016051438809637764
40854809,14.146301543091512,0.0001328430820638585
19810196,12.415251382222356,0.0004950839857584161
488458520,8.67120463264158,0.02026527141942354
437944255,0.0,0.0004950839857584161
89183411,20.30576673539418,0.04652052706384532
389053715,20.30576673539418,0.004582108475644159
339876904,20.30576673539418,0.004243628438419647
46200918,11.137439989990769,0.021947682648673753
493885805,10.555999587270163,0.0004950839857584161
400046591,0.0,0.000927838345963931
455063752,13.193780007006563,0.0026797963355250343
87219984,0.0,0.00019461159763411128
227994730,0.0,0.000950632052941231
314625654,16.546382907820984,0.0005028879181813388
177369348,0.0,0.0010069509572174444
5223165,20.30576673539418,0.009512947885272644
459707506,12.859901273697677,0.0005539847230194407
177842184,8.578853210351584,0.000927838345963931
248331166,5.04123094398606,0.0005154389210448991
198167927,10.061742384196128,8.381465303022314e-05
388117573,0.0,0.0010069509572174444
161258158,0.0,0.0004950839857584161
419975680,9.113023348295146,0.031118938061437267
375818008,8.637479175330379,0.0003867803044196713
458653373,10.032816270914017,0.0020907941263647706
69151489,10.11786878614867,0.00032792149243752647
135203533,12.0866616011074,0.0063788728516606255
7166296,8.578853210351584,0.000927838345963931
49675822,0.0,0.0006477129715443787
342591311,0.0,0.00041126933272819295
153056531,0.0,0.000927838345963931
395712148,0.0,0.000927838345963931
347931576,0.0,0.000950632052941231
205527320,0.0,0.000927838345963931
105191096,11.274854627522771,0.0007980496371478642
323431444,15.316513458698774,0.0006755037507720718
223180428,14.785905169711258,0.000927838345963931
548416,20.305766735394176,0.0008668173999110079
369002650,20.305766735394176,0.000950632052941231
178884257,0.0,0.000950632052941231
247126233,14.785905169711258,0.0015899905278001448
371230307,0.0,0.000950632052941231
24850365,14.785905169711258,0.0015899905278001448
123098093,14.785905169711258,0.021607622633621454
219160791,20.305766735394176,0.015216937719401472
379687731,0.0,0.000927838345963931
372712947,0.0,0.0006477129715443787
435110741,14.785905169711258,0.0015899905278001448
389605647,0.0,0.000950632052941231
457034418,20.30576673539418,0.00041126933272819295
215339670,20.305766735394176,0.000950632052941231
353339045,7.21151251337073,0.0013369052291309802
195876242,0.0,0.0004681016941847511
305342333,11.156795490113481,0.00041126933272819295
273686459,11.19343843079312,0.00047059495744989445
255271260,0.0,0.0001328430820638585
21489367,20.30576673539418,0.00041126933272819295
351200257,20.30576673539418,0.0008666309403763265
302634146,12.415251382222356,0.0005638983185141557
167356991,13.289876390598193,0.00016762930606044628
344461466,11.8589141416981,0.0001470852871009061
380420615,8.134094584823186,0.0007103906566931113
331638473,6.965062603787676,0.00016762930606044628
36897394,20.30576673539418,0.0009231363041872213
346785350,0.0,8.381465303022314e-05
390912601,20.30576673539418,0.0009231363041872213
322658330,0.0,0.0006477129715443787
127902665,9.654956902302072,0.0005638983185141557
493786656,0.0,0.000927838345963931
426396411,14.785905169711258,0.0063788728516606255
197685100,20.305766735394176,0.01257280809693909
150637764,14.785905169711258,0.0035559030543492465
