paper_id,year
193775910,1998
247675115,1999
488604955,1999
274743286,1999
406282725,2000
401597401,2000
144227249,2000
28091015,2000
253131032,2000
121424943,2000
403174016,2000
200041692,2000
168015745,2000
50319112,2000
496708805,2000
438420345,2000
262911739,2001
269871916,2001
362585993,2001
197309814,2001
183266949,2001
147777612,2001
104600488,2001
205734042,2001
402474914,2001
489179286,2001
323665703,2001
438581181,2001
30941811,2001
172518237,2001
463771828,2001
317741426,2001
416177266,2001
100455327,2001
129416807,2001
297810050,2001
308550688,2001
286496921,2001
171741175,2001
380870849,2001
135791902,2001
197485729,2001
218360683,2001
423575525,2001
88847646,2001
101168070,2001
448550498,2002
148587214,2002
239489592,2002
312348092,2002
307918261,2002
390245571,2002
312984476,2002
330393385,2002
248424379,2002
9166000,2002
301824048,2002
306360772,2002
173796011,2002
212280415,2002
489501080,2002
55021777,2002
448187286,2002
113339479,2002
428391654,2002
463488609,2002
19426083,2002
280465589,2002
364674055,2002
452246542,2002
481441862,2002
85449431,2002
241620368,2002
233625305,2002
168482813,2002
168973426,2002
169007334,2002
153066918,2002
343411250,2002
481910416,2002
93925007,2002
43096902,2002
170080973,2002
151658605,2002
194001647,2002
340125396,2002
427491430,2002
492998256,2002
23040853,2002
247065786,2002
404871401,2002
407514639,2002
477942248,2002
455369208,2002
417246490,2002
49098300,2002
233158722,2002
396963549,2002
202816628,2002
122809442,2002
194228068,2002
179729957,2002
180133235,2002
294110197,2002
348509572,2002
374349784,2002
298149517,2002
499286803,2002
1686056,2002
181325264,2002
378312968,2002
474091722,2002
360419682,2002
467590407,2002
125498715,2002
375043534,2002
219148978,2002
467822112,2002
67336113,2002
288952837,2002
221781930,2002
209863420,2002
65229234,2002
125147594,2002
469543723,2002
58794179,2002
63031731,2002
178847144,2002
375005935,2002
141534873,2002
73974396,2002
338409501,2002
129063733,2002
414720619,2002
258581851,2002
403926405,2002
408825083,2002
32282601,2002
117859703,2002
250481933,2002
141657756,2002
189484541,2002
227602713,2002
320253312,2002
127154975,2002
333479036,2002
437606742,2003
33022302,2003
103633469,2003
103004246,2003
153532562,2003
375020104,2003
159165744,2003
