paper_id,reference_id,year
153430342,415035903,2015
493240875,415035903,2015
404280433,3270351,2015
85075972,3270351,2015
227317114,3270351,2015
3270351,404280433,2015
227317114,404280433,2015
175879079,77502381,2015
493240875,153430342,2015
496111780,153430342,2015
338476249,61150354,2015
85075972,61150354,2015
67037095,61150354,2015
464945754,45809059,2015
200893940,45809059,2015
457335966,395760906,2015
61150354,395760906,2015
242478719,436477798,2015
436477798,405330194,2015
242478719,405330194,2015
436477798,242478719,2015
459368538,92761289,2015
267691976,29156949,2015
3270351,168338164,2015
3292069,168338164,2015
7719369,168338164,2015
7791497,168338164,2015
23981742,168338164,2015
29115829,168338164,2015
29156949,168338164,2015
45809059,168338164,2015
53033687,168338164,2015
59646075,168338164,2015
61150354,168338164,2015
67037095,168338164,2015
77243463,168338164,2015
77502381,168338164,2015
82449750,168338164,2015
85075972,168338164,2015
92761289,168338164,2015
99149664,168338164,2015
106690355,168338164,2015
117586564,168338164,2015
149840940,168338164,2015
153430342,168338164,2015
172488144,168338164,2015
175879079,168338164,2015
200893940,168338164,2015
224143270,168338164,2015
224864009,168338164,2015
227317114,168338164,2015
242478719,168338164,2015
267691976,168338164,2015
282889242,168338164,2015
296401972,168338164,2015
297492946,168338164,2015
323261386,168338164,2015
335485940,168338164,2015
338476249,168338164,2015
339133990,168338164,2015
352184528,168338164,2015
395760906,168338164,2015
404280433,168338164,2015
405126629,168338164,2015
405330194,168338164,2015
415035903,168338164,2015
422488762,168338164,2015
436477798,168338164,2015
446401724,168338164,2015
457335966,168338164,2015
459368538,168338164,2015
464945754,168338164,2015
465180275,168338164,2015
493240875,168338164,2015
496111780,168338164,2015
187178645,224143270,2016
472179989,415035903,2016
352907508,415035903,2016
259972981,415035903,2016
399947080,415035903,2016
386740399,415035903,2016
263699114,415035903,2016
100413614,415035903,2016
488963582,415035903,2016
352341728,415035903,2016
205092646,415035903,2016
217217712,415035903,2016
466596208,415035903,2016
183500019,415035903,2016
268001483,415035903,2016
155155943,415035903,2016
338469107,415035903,2016
153844740,415035903,2016
167045294,415035903,2016
187962240,415035903,2016
43306608,415035903,2016
315586671,415035903,2016
411352206,415035903,2016
416829924,415035903,2016
84499360,415035903,2016
55693019,415035903,2016
402463389,415035903,2016
59830155,415035903,2016
42432493,415035903,2016
461119030,415035903,2016
229526329,415035903,2016
121756620,415035903,2016
321294540,415035903,2016
146193032,415035903,2016
212332081,415035903,2016
427714777,415035903,2016
356866993,415035903,2016
32311815,415035903,2016
60632908,415035903,2016
52117712,415035903,2016
191021453,415035903,2016
238279830,415035903,2016
327445829,415035903,2016
211894683,415035903,2016
38357994,415035903,2016
317044410,464945754,2016
61740805,464945754,2016
389127866,3270351,2016
229994779,3270351,2016
117426332,3270351,2016
415131360,3270351,2016
278359481,3270351,2016
156087457,3270351,2016
42432493,3270351,2016
319985714,3270351,2016
35378453,3270351,2016
493390054,3270351,2016
368483465,3270351,2016
118399027,3270351,2016
236806825,3270351,2016
