"id","title","year","journal_name","conf_name"
"272734433","GALAXY LIGHT CONCENTRATION. I. INDEX STABILITY AND THE CONNECTION WITH GALAXY STRUCTURE, DYNAMICS, AND SUPERMASSIVE BLACK HOLES","2001","The Astronomical Journal",
"107254558","Formation of z~6 Quasars from Hierarchical Galaxy Mergers","2007","The Astrophysical Journal",
"220659729","Unravelling obese black holes in the first galaxies","2013","Monthly Notices of the Royal Astronomical Society",
"114380556","MEASUREMENT OF GALACTIC LOGARITHMIC SPIRAL ARM PITCH ANGLE USING TWO-DIMENSIONAL FAST FOURIER TRANSFORM DECOMPOSITION","2012","Astrophysical Journal Supplement Series",
"43894322","The Extragalactic Lens VLBI Imaging Survey (ELVIS). I. A Search for the Central Image in the Gravitational Lens PMN J1838–3427","2006","The Astrophysical Journal",
"485010704","THE M87 BLACK HOLE MASS FROM GAS-DYNAMICAL MODELS OF SPACE TELESCOPE IMAGING SPECTROGRAPH OBSERVATIONS*","2013","The Astrophysical Journal",
"213146254","Supermassive black holes in galactic bulges","2008","Monthly Notices of the Royal Astronomical Society",
"361581909","Enormous disc of cool gas surrounding the nearby powerful radio galaxy NGC 612 (PKS 0131−36)","2008","Monthly Notices of the Royal Astronomical Society",
"161897486","Supermassive black holes from OASIS and SAURON integral-field kinematics","2007","Iau Symposia",
"162859867","Spectacular Shells in the Host Galaxy of the QSO MC2 1635+119*","2007","The Astrophysical Journal",
"436489437","An accretion model for the growth of the central black hole associated with ionization instability in quasars","2003","The Astrophysical Journal",
"168142548","Circumnuclear Structure and Black Hole Fueling: Hubble Space Telescope NICMOS Imaging of 250 Active and Normal Galaxies","2004","The Astrophysical Journal",
"127816007","Variability in Low Ionization Broad Absorption Line outflows","2014","Monthly Notices of the Royal Astronomical Society",
"402694226","A SWIFT SURVEY OF ACCRETION ONTO STELLAR-MASS BLACK HOLES","2013","The Astrophysical Journal",
"337437866","Antiproton and positron signal enhancement in dark matter minispikes scenarios","2007","Physical Review D",
"201174232","DESTRUCTION OF MOLECULAR GAS RESERVOIRS IN EARLY-TYPE GALAXIES BY ACTIVE GALACTIC NUCLEUS FEEDBACK","2009","The Astrophysical Journal",
"345993473","Halo Properties in Cosmological Simulations of Self-interacting Cold Dark Matter","2001","The Astrophysical Journal",
"63143332","The star formation histories of elliptical galaxies across the Fundamental Plane","2007","Monthly Notices of the Royal Astronomical Society",
"388306914","THE RELATION BETWEEN BLACK HOLE MASS AND HOST SPHEROID STELLAR MASS OUT TO z ∼ 2","2011","The Astrophysical Journal",
"152304867","Obscured accretion from AGN surveys","2013","arXiv: Astrophysics of Galaxies",
"10702482","THE FREQUENCY OF ACTIVE AND QUIESCENT GALAXIES WITH COMPANIONS: IMPLICATIONS FOR THE FEEDING OF THE NUCLEUS","2001","The Astronomical Journal",
"312520141","The Subaru/XMM-Newton Deep Survey (SXDS) - III. X-ray data","2008","Astrophysical Journal Supplement Series",
"41471191","THE EFFECT OF RADIATION PRESSURE ON VIRIAL BLACK HOLE MASS ESTIMATES AND THE CASE OF NARROW-LINE SEYFERT 1 GALAXIES","2008","The Astrophysical Journal",
"297017971","The angular clustering of infrared-selected obscured and unobscured quasars","2014","Monthly Notices of the Royal Astronomical Society",
"375330949","On the Lack of Evolution in Galaxy Star Formation Efficiency","2013","The Astrophysical Journal",
"150829764","Discovery of a Transient X-Ray Source in the Compact Stellar Nucleus of NGC 2403","2007","The Astrophysical Journal",
"421852414","Systematic Effects in Measurement of Black Hole Masses by Emission-Line Reverberation of Active Galactic Nuclei: Eddington Ratio and Inclination","2006","Astronomy and Astrophysics",
"263537478","Supermassive Black Holes in BL Lacertae Objects: Estimated Masses and Their Relation to Nuclear Luminosity","2002","The Astronomical Journal",
"448305063","Molecular gas in low-redshift Palomar-Green quasi-stellar objects","2006","New Astronomy Reviews",
"456124235","Accretion onto nearby supermassive black holes: chandra constraints on the dominant cluster galaxy ngc 6166","2001","The Astrophysical Journal",
"11147665","THE ACS FORNAX CLUSTER SURVEY. VI. THE NUCLEI OF EARLY-TYPE GALAXIES IN THE FORNAX CLUSTER*","2012","Astrophysical Journal Supplement Series",
"56363113","Dynamical and Photometric Imprints of Feedback Processes on the Formation and Evolution of E/S0 Galaxies","2005","The Astrophysical Journal",
"337970446","Radio imaging of the Subaru/XMM–Newton Deep Field – II. The 37 brightest radio sources","2008","Monthly Notices of the Royal Astronomical Society",
"433588644","Entropy “Floor” and Effervescent Heating of Intracluster Gas","2004","The Astrophysical Journal",
"425434605","Star formation and accretion in the circumnuclear disks of active galaxies","2013","Astronomy and Astrophysics",
"415621268","The Epochs of Early-Type Galaxy Formation as a Function of Environment","2005","The Astrophysical Journal",
"373194245","Feeding black holes at galactic centres by capture from isothermal cusps","2002","New Astronomy",
"68828254","Black hole demography: from scaling relations to models","2013","Classical and Quantum Gravity",
"126662581","The central parsecs of Centaurus A: High Excitation Gas, a Molecular Disk, and the Mass of the Black Hole","2007","The Astrophysical Journal",
"333205618","EVIDENCE FOR QUASAR ACTIVITY TRIGGERED BY GALAXY MERGERS IN HST OBSERVATIONS OF DUST-REDDENED QUASARS","2008","The Astrophysical Journal",
"128862123","Herschel far-infrared photometry of the Swift Burst Alert Telescope active galactic nuclei sample of the local universe – II. SPIRE observations","2014","Monthly Notices of the Royal Astronomical Society",
"397596930","Weighing super-massive black holes with narrow Fe Kα line","2011","Science China-physics Mechanics & Astronomy",
"413805450","No Evidence of Obscured, Accreting Black Holes in Most z = 6 Star-forming Galaxies","2011","The Astrophysical Journal",
"384883650","The Supermassive Black Hole—Galaxy Connection","2014","Space Science Reviews",
"324962433","Bulge and Halo Kinematics Across the Hubble Sequence","2007","The Astrophysical Journal",
"1993860","The demography of supermassive black holes: growing monsters at the heart of galaxies","2009","New Astronomy Reviews",
"424274593","Evolution of the MBH–σ and MBH– Lbulge Relations","2009",,
"111283769","Dynamics of compact object clusters: a post-Newtonian study","2006","Monthly Notices of the Royal Astronomical Society",
"338955856","Gravitationally Induced Inflow in Starbursts and AGN","2005","Astrophysics and Space Science",
"142307321","A simple model to link the properties of quasars to the properties of dark matter haloes out to high redshift","2009","Monthly Notices of the Royal Astronomical Society",
"79040157","A direct measurement of the mean occupation function of quasars: Breaking degeneracies between halo occupation distribution models","2013","The Astrophysical Journal",
"140947318","The host galaxies of luminous quasars","2004","Monthly Notices of the Royal Astronomical Society",
"248465257","The Feedback-regulated Growth of Black Holes and Bulges through Gas Accretion and Starbursts in Cluster Central Dominant Galaxies","2006","The Astrophysical Journal",
"381734598","Emission-Line Gas Kinematics in the Vicinity of the Supermassive Black Holes in Nearby Radio Galaxies*","2007","The Astrophysical Journal",
"311540146","MASSIVE BLACK HOLES IN CENTRAL CLUSTER GALAXIES","2013","The Astrophysical Journal",
"299226574","The science case for the Next Generation AO system at W. M. Keck Observatory","2008","Proceedings of SPIE",
"59324899","THE INFLUENCE OF DARK MATTER HALOS ON DYNAMICAL ESTIMATES OF BLACK HOLE MASS: 10 NEW MEASUREMENTS FOR HIGH-σ EARLY-TYPE GALAXIES*","2013","The Astronomical Journal",
"360047656","Super-Eddington Fluxes from Thin Accretion Disks?","2002","The Astrophysical Journal",
"24697202","Supermassive black holes (SMBH) at work: M87, a case study of the effects of SMBH outbursts","2014",,
"274778010","Adaptive optics: observations and prospects for studies of active galactic nuclei","2008","New Astronomy Reviews",
"401720758","Structures and Components in Galaxy Clusters: Observations and Models","2015","Space Science Reviews",
"497388514","A synthesis model for AGN evolution: supermassive black holes growth and feedback modes","2008","Monthly Notices of the Royal Astronomical Society",
"56923778","On the detectability of distant Compton-thick obscured quasars","2002","Monthly Notices of the Royal Astronomical Society",
"231039880","On the geometry of broad emission region in quasars","2008","Monthly Notices of the Royal Astronomical Society",
"179310003","A BRIGHTEST CLUSTER GALAXY WITH AN EXTREMELY LARGE FLAT CORE","2012","The Astrophysical Journal",
"280364510","AN STIS ATLAS OF Ca II TRIPLET ABSORPTION LINE KINEMATICS IN GALACTIC NUCLEI","2013","The Astronomical Journal",
"311130842","REVISITING THE SCALING RELATIONS OF BLACK HOLE MASSES AND HOST GALAXY PROPERTIES","2013","The Astrophysical Journal",
"498088335","On the energetics and composition of jets","2003","New Astronomy Reviews",
"58564231","Dissipation and Extra Light in Galactic Nuclei. I. Gas-Rich Merger Remnants","2008","The Astrophysical Journal",
"317695888","The Self-Regulated Growth of Supermassive Black Holes","2008","The Astrophysical Journal",
"286742218","Stellar clusters in the nuclear regions of AGN with the Advanced Camera for Surveys","2009","Astrophysics and Space Science",
"464238170","Measuring the Masses of Supermassive Black Holes","2014","Space Science Reviews",
"178376812","Emission-Line Properties of z > 4 Quasars* **","2002","The Astrophysical Journal",
"304951210","Luminosity- and redshift-dependent quasar clustering","2006","Monthly Notices of the Royal Astronomical Society",
"240707016","Large-Scale Structure Formation: From the First Non-linear Objects to Massive Galaxy Clusters","2015","Space Science Reviews",
"212660805","LBQS 0103–2753: A 0.″3 Binary Quasar*","2001","The Astrophysical Journal",
"465143075","Shaping the relation between the mass of supermassive black holes and the velocity dispersion of galactic bulges","2013","Astrophysics and Space Science",
"99379995","How Rapidly Do Supermassive Black Hole “Seeds” Grow at Early Times?","2007","The Astrophysical Journal",
"274977445","Supermassive black holes in local galaxies","2007","Comptes Rendus Physique",
"391053820","SELF-CONSISTENT MODELS OF THE AGN AND BLACK HOLE POPULATIONS: DUTY CYCLES, ACCRETION RATES, AND THE MEAN RADIATIVE EFFICIENCY","2009","The Astrophysical Journal",
"399507894","Galaxy morphology in the ΛCDM cosmology","2009","Monthly Notices of the Royal Astronomical Society",
"367872120","A unifying framework for self-consistent gravitational lensing and stellar dynamics analyses of early-type galaxies","2007","The Astrophysical Journal",
"424104550","Spectroscopic Confirmation of the Fifth Image of SDSS J1004+4112 and Implications for the M_BH-sigma_* Relation at z=0.68","2008","Publications of the Astronomical Society of Japan",
"259045536","Testing the starburst/AGN connection with SWIRE X-ray/70 μm sources","2009","Monthly Notices of the Royal Astronomical Society",
"496625579","Mid-infrared-selected quasars. I. Virial black hole mass and eddington ratios","2014","The Astrophysical Journal",
"256888547","CONSTRAINTS ON THE STAR FORMATION RATE IN ACTIVE GALAXIES","2006","The Astrophysical Journal",
"41420590","Probing nuclear activity versus star formation at z ∼ 0.8 using near-infrared multi-object spectroscopy","2013","Monthly Notices of the Royal Astronomical Society",
"157451603","The Relation between Quasar and Merging Galaxy Luminosity Functions and the Merger-driven Star Formation History of the Universe","2006","The Astrophysical Journal",
"241309338","The Mitchell Spectrograph: Studying Nearby Galaxies with the VIRUS Prototype","2013","Advances in Astronomy",
"193456235","X-Ray Properties of K-selected Galaxies at 0.5 < z < 2.0: Investigating Trends with Stellar Mass, Redshift and Spectral Type","2014","The Astrophysical Journal",
"226572584","Using Correlation Integrals to Characterize Three-dimensional Stellar Orbits","2001","The Astrophysical Journal",
"428688007","OBSERVATIONS OF Arp 220 USING HERSCHEL-SPIRE: AN UNPRECEDENTED VIEW OF THE MOLECULAR GAS IN AN EXTREME STAR FORMATION ENVIRONMENT","2011","The Astrophysical Journal",
"265416065","INSIGHT INTO ACTIVE GALACTIC NUCLEUS AND HOST GALAXY CO-EVOLUTION FROM HARD X-RAY EMISSION","2013","The Astrophysical Journal",
"499281559","Galaxy formation theory","2010","Physics Reports",
"479194933","The 2dF-SDSS LRG and QSO (2SLAQ) Survey: the z g = 21.85","2005","Monthly Notices of the Royal Astronomical Society",
"270669708","Supermassive black holes do not correlate with galaxy disks or pseudobulges","2011","Nature",
"398264548","Probing AGN triggering mechanisms through the starburstiness of the host galaxies","2013","Astronomy and Astrophysics",
"456305501","Estimating Black Hole Masses in Active Galaxies Using the Hα Emission Line","2005","The Astrophysical Journal",
"229355358","The Shape and Orientation of NGC 3379: Implications for Nuclear Decoupling","2001","The Astronomical Journal",
"22355022","FUELING ACTIVE GALACTIC NUCLEI. I. HOW THE GLOBAL CHARACTERISTICS OF THE CENTRAL KILOPARSEC OF SEYFERTS DIFFER FROM QUIESCENT GALAXIES","2013","The Astrophysical Journal",
"149075091","SUZAKU OBSERVATIONS OF THE TYPE 2 QSO IN THE CENTRAL GALAXY OF THE PHOENIX CLUSTER","2013","The Astrophysical Journal",
"112939910","Supernova remnant mass accumulated during the star formation history of the z = 3.8 radio galaxies 4c41.17 and TN J2007-1316","2015","The Astrophysical Journal",
"307613560","Connecting Galaxy Evolution, Star Formation, and the Cosmic X-Ray Background","2006","The Astrophysical Journal",
"22589853","On the evolution of the black‐hole/spheroid mass ratio","2006","Astronomische Nachrichten",
"365112240","ACCRETION PROPERTIES OF HIGH- AND LOW-EXCITATION YOUNG RADIO GALAXIES","2012","The Astrophysical Journal",
"283260898","Nuclear and global X-ray properties of LINER galaxies: $Chandra$ and $BeppoSAX$ results for Sombrero and NGC 4736","2002","Astronomy and Astrophysics",
"16074687","On the nature of the red, 2MASS-selected AGN in the local Universe I: an optical spectroscopic study","2013","Monthly Notices of the Royal Astronomical Society",
"385821906","Highly-excited CO emission in APM 08279+5255 at z = 3.9","2007","Astronomy and Astrophysics",
"147373086","X-ray absorption and reflection in active galactic nuclei","2009","The Astronomy and Astrophysics Review",
"454919896","18 years of science with the Hubble Space Telescope","2009","Nature",
"138694907","Localizing Coalescing Massive Black Hole Binaries with Gravitational Waves","2008","The Astrophysical Journal",
"25384098","The bolometric output and host-galaxy properties of obscured AGN in the XMM-COSMOS survey","2011","Astronomy and Astrophysics",
"401183007","HOW IMPORTANT IS THE DARK MATTER HALO FOR BLACK HOLE GROWTH","2011","The Astrophysical Journal",
"447832771","Can AGN feedback-driven star formation explain the size evolution of massive galaxies?","2013","Monthly Notices of the Royal Astronomical Society",
"30691635","Non-Keplerian rotation in the nucleus of NGC 1068: Evidence for a massive accretion disk?","2003","Astronomy and Astrophysics",
"5820239","The Black Hole-Bulge Relationship in Quasars","2003","The Astrophysical Journal",
"130912028","Galaxy gas ejection in radio galaxies: the case of 3C 35","2013","Monthly Notices of the Royal Astronomical Society",
"42609855","NGC 3065: A Certified LINER with Broad, Variable Balmer Lines","2001","The Astrophysical Journal",
"6328297","[O iii] Emission Line in Narrow-line Seyfert 1 Galaxies","2006","Monthly Notices of the Royal Astronomical Society",
"398159142","Supermassive Black Holes in Galactic Nuclei","2002","The Astrophysical Journal",
"194819468","DIRECT EVIDENCE FOR TERMINATION OF OBSCURED STAR FORMATION BY RADIATIVELY DRIVEN OUTFLOWS IN REDDENED QSOs","2012","The Astrophysical Journal",
"103395731","A Physical Model for the Luminosity Function of High-Redshift Quasars","2002","The Astrophysical Journal",
"435403887","Spatial Correlation Function of the Chandra-selected Active Galactic Nuclei","2006","The Astrophysical Journal",
"109807414","The supermassive black hole mass–Sérsic index relations for bulges and elliptical galaxies","2013","Monthly Notices of the Royal Astronomical Society",
"74658637","The dark matter haloes of moderate luminosity X-ray AGN as determined from weak gravitational lensing and host stellar masses","2015","Monthly Notices of the Royal Astronomical Society",
"314023437","A FULL YEAR'S CHANDRA EXPOSURE ON SLOAN DIGITAL SKY SURVEY QUASARS FROM THE CHANDRA MULTIWAVELENGTH PROJECT","2009","The Astrophysical Journal",
"162213990","Widespread and hidden active galactic nuclei in star-forming galaxies at redshift >0.3.","2013","The Astrophysical Journal",
"171761457","Herschel-ATLAS: far-infrared properties of radio-loud and radio-quiet quasars","2014","Monthly Notices of the Royal Astronomical Society",
"343244313","Physical Parameters and Classification of Eight Galactic Nuclei from the Second Byurakan Survey","2007","Publications of the Astronomical Society of the Pacific",
"408871992","THE COSMOLOGICAL EVOLUTION OF METAL ENRICHMENT IN QUASAR HOST GALAXIES","2004","The Astrophysical Journal",
"292284056","The Extended Narrow-Line Region of Two Type-I Quasi-stellar Objects","2013","The Astrophysical Journal",
"180760597","Masses and accretion rates of supermassive black holes in active galactic nuclei from the INTEGRAL survey","2012","Astronomy Letters",
"483279996","PHYSICS OF COEVOLUTION OF GALAXIES AND SUPERMASSIVE BLACK HOLES","2012","The Astrophysical Journal",
"42001362","Co-evolution of bulges and black holes","2007",,
"129036015","A figure of merit for black hole mass measurements with molecular gas","2014","Monthly Notices of the Royal Astronomical Society",
"476026661","Radio emission and the optical isophotal twist of radio-loud ellipticals","2003","Astronomy and Astrophysics",
"353256567","REVERBERATION MAPPING OF THE INTERMEDIATE-MASS NUCLEAR BLACK HOLE IN SDSS J114008.71+030711.4","2011","The Astrophysical Journal",
"182274245","The Assembly and Merging History of Supermassive Black Holes in Hierarchical Models of Galaxy Formation","2003","The Astrophysical Journal",
"388956950","A theoretical interpretation of the black hole fundamental plane","2007","The Astrophysical Journal",
"386600602","Chemodynamical Simulations of Dwarf Galaxy Evolution","2014","Advances in Astronomy",
"6082339","Radiative feedback from quasars and the growth of massive black holes in stellar spheroids","2005","Monthly Notices of the Royal Astronomical Society",
"63783041","THE RELATIONSHIP BETWEEN BLACK HOLE GROWTH AND STAR FORMATION IN SEYFERT GALAXIES","2012","The Astrophysical Journal",
"305705785","MEASUREMENT OF THE BROAD-LINE REGION SIZE IN A LUMINOUS MACHO QUASAR","2012","The Astrophysical Journal",
"491533585","Large-Scale Outflows from AGN: A Link Between Central Black Holes and Galaxies","2009","arXiv: Astrophysics of Galaxies",
"377399901","Radio sources in low-luminosity active galactic nuclei - III. “AGNs” in a distance-limited sample of “LLAGNs”","2002","Astronomy and Astrophysics",
"438693333","Dependence of the clustering properties of galaxies on stellar velocity dispersion in the Main galaxy sample of SDSS DR10","2014","Astrophysics and Space Science",
"322793768","The Accretion Rates and Spectral Energy Distributions of BL Lacertae Objects","2002","The Astrophysical Journal",
"25487456","Slow m= 1 instabilities of softened gravity Keplerian discs","2010","Monthly Notices of the Royal Astronomical Society",
"261390998","CALCULATION OF VELOCITY DISPERSION OF THE NEARBY GALAXIES USING DIFFERENT STELLAR TEMPLATE LIBRARIES","2010","Serbian Astronomical Journal",
"21136903","Stellar remnants in galactic nuclei: Mass segregation","2006","The Astrophysical Journal",
"412487540","The star-forming torus and stellar dynamical black hole mass in the Seyfert 1 nucleus of NGC 3227","2006","The Astrophysical Journal",
"30785155","The Black Hole Masses and Host Galaxies of BL Lacertae Objects","2003","The Astrophysical Journal",
"246653206","Bursty stellar populations and obscured active galactic nuclei in galaxy bulges","2007","Monthly Notices of the Royal Astronomical Society",
"456446475","The black hole mass–galaxy bulge relationship for QSOs in the SDSS DR3","2006","New Astronomy Reviews",
"239602929","Cosmic evolution of black holes and galaxies to z =0.4","2006",,
"427739619","Galaxy bulge formation: Interplay with dark matter halo and central supermassive black hole","2007","The Astrophysical Journal",
"290841255","REDSHIFT 6.4 HOST GALAXIES OF 108 SOLAR MASS BLACK HOLES: LOW STAR FORMATION RATE AND DYNAMICAL MASS","2013","The Astrophysical Journal",
"280309270","The relation between star formation rate and accretion rate in LINERs","2006","Publications of the Astronomical Society of the Pacific",
"169626606","Erratum: “Molecular Gas in Infrared-Excess, Optically Selected Quasars and the Connection with Infrared-Luminous Galaxies” [Astron. J. 121, 1893 (2001)]","2001","The Astronomical Journal",
"473434253","Black hole feedback in the luminous quasar PDS 456","2015","Science",
"257228739","Inclinations and black hole masses of Seyfert 1 galaxies","2001","The Astrophysical Journal",
"330618704","Position-velocity diagrams of ionized gas in the inner regions of disk galaxies","2002","Astronomy and Astrophysics",
"343739259","GALAXY FORMATION WITH SELF-CONSISTENTLY MODELED STARS AND MASSIVE BLACK HOLES. I. FEEDBACK-REGULATED STAR FORMATION AND BLACK HOLE GROWTH","2011","The Astrophysical Journal",
"405296634","Spectroastrometry of rotating gas disks for the detection of supermassive black holes in galactic nuclei - III. CRIRES observations of the Circinus galaxy","2013","Astronomy and Astrophysics",
"174887538","Lensed quasar hosts","2006","New Astronomy Reviews",
"77769095","Feedback on Galaxy Formation","2013","Science",
"442427329","A Theoretical Model for the Mbh-σ Relation for Supermassive Black Holes in Galaxies","2001","The Astrophysical Journal",
"361676726","Evidence for the Evolutionary Sequence of Blazars: Different Types of Accretion Flows in BL Lacertae Objects","2002","The Astrophysical Journal",
"186669119","The Orbital Statistics of Stellar Inspiral and Relaxation near a Massive Black Hole: Characterizing Gravitational Wave Sources","2005","The Astrophysical Journal",
"383455673","Feedback from active galactic nuclei: energy- versus momentum-driving","2014","Monthly Notices of the Royal Astronomical Society",
"216518928","The XMM-Newton survey in the H-ATLAS field","2015","Astronomy and Astrophysics",
"96134226","Evolution of BL Lacertae host galaxies","2004","Astronomy and Astrophysics",
"481163735","A Method of Identifying AGNs Based on Emission-Line Excess and the Nature of Low-Luminosity AGNs in the Sloan Digital Sky Survey. I. A New Method","2012","Publications of the Astronomical Society of Japan",
"482286918","Star Formation-Regulated Growth of Black Holes in Protogalactic Spheroids","2001","The Astrophysical Journal",
"76490417","Early growth and efficient accretion of massive black holes at high redshift","2004","The Astrophysical Journal",
"148584492","ORIGIN AND GROWTH OF NUCLEAR STAR CLUSTERS AROUND MASSIVE BLACK HOLES","2013","The Astrophysical Journal",
"49324367","A Method of Identifying AGNs Based on Emission-Line Excess and the Nature of Low-Luminosity AGNs in the Sloan Digital Sky Survey. II. The Nature of Low-Luminosity AGNs","2012","Publications of the Astronomical Society of Japan",
"454109744","Are nuclear star clusters the precursors of massive black holes","2012","Advances in Astronomy",
"410092810","The Murmur of the Sleeping Black Hole: Detection of Nuclear Ultraviolet Variability in LINER Galaxies","2005","The Astrophysical Journal",
"393440527","Chandra Observations of NGC 4438: An Environmentally Damaged Galaxy in the Virgo Cluster","2004","The Astrophysical Journal",
"260784837","Recurring flares from supermassive black hole binaries: implications for tidal disruption candidates and OJ 287","2013","Monthly Notices of the Royal Astronomical Society",
"405630323","A CENSUS OF GAS OUTFLOWS IN TYPE 2 ACTIVE GALACTIC NUCLEI","2014","The Astrophysical Journal",
"434399147","Energy Release and Transport Processes in the Centres of Galaxies","2001","arXiv: Astrophysics",
"42311296","HST WFC3/IR OBSERVATIONS OF ACTIVE GALACTIC NUCLEUS HOST GALAXIES AT z ∼ 2: SUPERMASSIVE BLACK HOLES GROW IN DISK GALAXIES*","2011","The Astrophysical Journal",
"154475811","VERY LARGE ARRAY AND VERY LONG BASELINE ARRAY OBSERVATIONS OF THE HIGHEST REDSHIFT RADIO-LOUD QSO J1427+3312 AT Z = 6.12","2008","The Astronomical Journal",
"236069481","Ionized gas and stellar kinematics of seventeen nearby spiral galaxies","2004","Astronomy and Astrophysics",
"367704797","AGE AND MASS SEGREGATION OF MULTIPLE STELLAR POPULATIONS IN GALACTIC NUCLEI AND THEIR OBSERVATIONAL SIGNATURES","2014","The Astrophysical Journal",
"44125327","Evidence for Anisotropic Motion of the Clouds in Broad-Line Regions of BL Lacertae Objects","2004","The Astrophysical Journal",
"64600994","Quasar-Galaxy Clustering through Projected Galaxy Counts at z = 0.6-1.2","2013","The Astrophysical Journal",
"268272516","LONG-TERM X-RAY STABILITY AND ULTRAVIOLET VARIABILITY OF THE IONIZED ABSORPTION IN NGC 3783","2014","The Astrophysical Journal",
"195430930","Radio Observations of Infrared-Luminous High-Redshift Quasi-Stellar Objects","2001","The Astronomical Journal",
"147814442","Energy, momentum and mass outflows and feedback from thick accretion discs around rotating black holes","2013","Monthly Notices of the Royal Astronomical Society",
"443438787","The Co-Formation of Spheroids and Quasars Traced in their Clustering","2007","The Astrophysical Journal",
"36323809","Exploring the nature of orbits in a galactic model with a massive nucleus","2012","New Astronomy",
"378573454","Science of Active Galactic Nuclei with the GTC and CanariCam","2008","Proceedings of SPIE",
"477227563","BLACK HOLE FORAGING: FEEDBACK DRIVES FEEDING","2013","The Astrophysical Journal",
"290871238","Toward Precise Constraints on the Growth of Massive Black Holes","2008","The Astrophysical Journal",
"123305006","DISCOVERY OF AN Hα EMITTING DISK AROUND THE SUPERMASSIVE BLACK HOLE OF M31","2013","The Astrophysical Journal",
"384282764","Disks, tori, and cocoons: emission and absorption diagnostics of AGN environments","2004","New Astronomy Reviews",
"18098344","A Mid-Infrared Spectroscopic Study of Submillimeter Galaxies: Luminous Starbursts at High Redshift","2007","The Astrophysical Journal",
"418161967","THE DEMOGRAPHICS OF BROAD-LINE QUASARS IN THE MASS-LUMINOSITY PLANE. I. TESTING FWHM-BASED VIRIAL BLACK HOLE MASSES","2012","The Astrophysical Journal",
"306058087","Chandra Observations of the Quiescent Nuclear Black Hole of NGC 821: Evidence of Nuclear Activity?","2004","The Astrophysical Journal",
"170184709","An Upper Limit to the Degree of Evolution between Supermassive Black Holes and Their Host Galaxies","2006","The Astrophysical Journal",
"93994446","The VLA Survey of the Chandra Deep Field-South. I. Overview and the Radio Data","2008","Astrophysical Journal Supplement Series",
"449754644","Spectral energy distributions of type 1 AGN in XMM-COSMOS – II. Shape evolution","2013","Monthly Notices of the Royal Astronomical Society",
"423720227","Imaging of SDSS z > 6 Quasar Fields: Gravitational Lensing, Companion Galaxies, and the Host Dark Matter Halos*","2005","The Astrophysical Journal",
"257540549","Hot Diffuse Emission in the Nuclear Starburst Region of NGC 2903","2012","The Astrophysical Journal",
"478481892","ALMA OBSERVATIONS OF NEARBY LUMINOUS INFRARED GALAXIES WITH VARIOUS AGN ENERGETIC CONTRIBUTIONS USING DENSE GAS TRACERS","2014","The Astronomical Journal",
"299769984","Cosmic evolution of black holes and spheroids. II. Scaling relations at z = 0.36","2007","The Astrophysical Journal",
"352354540","THE ACCURACY OF MORPHOLOGICAL DECOMPOSITION OF ACTIVE GALACTIC NUCLEUS HOST GALAXIES","2008","The Astrophysical Journal",
"192239859","The Energy-driven Model and the Scaling Relations in Galaxies","2014","Physical Science International Journal",
"159576314","PRIMUS: INFRARED AND X-RAY AGN SELECTION TECHNIQUES AT 0.2 < z < 1.2","2013","The Astrophysical Journal",
"101094203","SPIN, ACCRETION, AND THE COSMOLOGICAL GROWTH OF SUPERMASSIVE BLACK HOLES","2005","The Astrophysical Journal",
"183805412","The Host Galaxy and Environment of the z = 1.195 Quasar 3C 190*","2001","The Astrophysical Journal",
"170326083","Two ten-billion-solar-mass black holes at the centres of giant elliptical galaxies","2011","Nature",
"446269912","Do nuclear star clusters and supermassive black holes follow the same host-galaxy correlations?","2012","Advances in Astronomy",
"1340729","Black Hole Mass and Eddington Ratio as Drivers for the Observable Properties of Radio-loud and Radio-quiet QSOs","2002","The Astrophysical Journal",
"325388150","Dramatic X-Ray Spectral Variability of the Broad Absorption Line Quasar PG 2112+059","2004","The Astrophysical Journal",
"439057349","The Scaling Relations of Galaxy Clusters and Their Dark Matter Halos","2004","The Astrophysical Journal",
"48201229","The Merger History of Supermassive Black Holes in Galaxies","2001","The Astrophysical Journal",
"139376455","THE BLAST WAVE MODEL FOR AGN FEEDBACK : EFFECTS ON AGN OBSCURATION","2008","The Astrophysical Journal",
"434100690","Recoiling Supermassive Black Holes: A Search in the Nearby Universe","2014","The Astrophysical Journal",
"326675350","THE BLACK HOLE MASS AND EXTREME ORBITAL STRUCTURE IN NGC 1399","2007","The Astrophysical Journal",
"493207887","The host galaxies of radio-quiet quasars at 0.5< z< 1.0 ⋆","2007","Astronomy and Astrophysics",
"41744268","The HELLAS2XMM survey – XII. The infrared/submillimetre view of an X-ray selected type 2 quasar at z≈ 2","2009","Monthly Notices of the Royal Astronomical Society",
"154641627","Constraints on QSO Models from a Relation between the QSO Luminosity Function and the Local Black Hole Mass Function","2004","The Astrophysical Journal",
"22410098","THE NATURE OF LoBAL QSOs. I. SEDs AND MID-INFRARED SPECTRAL PROPERTIES","2012","The Astrophysical Journal",
"231546361","A low-luminosity type-1 QSO sample - I. Overluminous host spheroidals or undermassive black holes?","2014","Astronomy and Astrophysics",
"133573408","Evidence for an Outer Disk in the Prototype “Compact Elliptical” Galaxy M32","2002","The Astrophysical Journal",
"61660671","A Comparison of Stellar and Gaseous Kinematics in the Nuclei of Active Galaxies","2005","The Astrophysical Journal",
