paper_id,reference_id,year
489118906,4605405,2000
438717149,4605405,2000
286905050,4605405,2000
4605405,102900334,2000
351732399,102900334,2000
489118906,102900334,2000
229190058,102900334,2000
351732399,4605405,2000
31591574,102900334,2000
286905050,438717149,2000
286905050,31591574,2000
487109900,4605405,2000
487109900,102900334,2000
438717149,102900334,2000
31591574,4605405,2000
286905050,102900334,2000
467390212,4605405,2001
966883,102900334,2001
179099398,4605405,2001
226572584,102900334,2001
442427329,102900334,2001
378403054,101610360,2001
229355358,102900334,2001
966883,4605405,2001
109578209,4605405,2001
257228739,102900334,2001
169626606,102900334,2001
460593526,4605405,2001
166178959,160667325,2001
346244944,101610360,2001
42609855,102900334,2001
84727104,102900334,2001
47901019,160667325,2001
47901019,166178959,2001
482286918,102900334,2001
10702482,218278192,2001
434399147,102900334,2001
378024197,378403054,2001
157828057,4605405,2001
155185629,101610360,2001
454982550,102900334,2001
378024197,345993473,2001
268443384,102900334,2001
58647485,117326813,2001
40618834,438717149,2001
485980840,438717149,2001
427271449,102900334,2001
230208607,102900334,2001
485980840,102900334,2001
427271449,272734433,2001
101610360,4605405,2001
430159234,4605405,2001
471442980,4605405,2001
212660805,4605405,2001
48201229,102900334,2001
183805412,102900334,2001
471442980,106924298,2001
1728828,102900334,2001
84727104,101610360,2001
144424048,4605405,2001
195430930,102900334,2001
212660805,102900334,2001
11992596,102900334,2001
11992596,4605405,2001
302411876,102900334,2001
262939683,102900334,2001
257806486,102900334,2001
310208141,4605405,2001
48201229,408737053,2001
157828057,101610360,2001
109750086,4605405,2001
408737053,4605405,2001
24971629,4605405,2001
378024197,102900334,2001
243921537,101610360,2001
84727104,408737053,2001
155185629,442427329,2001
320353814,4605405,2001
106924298,408737053,2001
236012988,408737053,2001
155185629,102900334,2001
84727104,4605405,2001
345315187,4605405,2001
102075112,487109900,2001
262939683,487109900,2001
199870320,4605405,2001
427271449,101610360,2001
90495762,102900334,2001
266869557,102900334,2001
236012988,487109900,2001
438850436,102900334,2001
264043789,102900334,2001
87478423,408737053,2001
272734433,4605405,2001
318860177,102900334,2001
102075112,102900334,2001
456124235,102900334,2001
268658570,438717149,2001
10702482,102900334,2001
144381211,102900334,2001
260842527,102900334,2001
345993473,102900334,2001
455075958,102900334,2001
3697099,102900334,2001
467390212,101610360,2001
471442980,101610360,2001
84727104,236012988,2001
430159234,101610360,2001
272734433,102900334,2001
100998620,4605405,2001
144424048,199870320,2001
379106731,101610360,2001
199870320,102900334,2001
84980064,101610360,2001
109750086,102900334,2001
61390075,4605405,2001
61390075,230208607,2001
201206765,102900334,2001
291695529,102900334,2001
58647485,4605405,2001
280117387,102900334,2001
95544093,102900334,2001
320353814,286905050,2001
243921537,102900334,2001
430159234,109578209,2001
467390212,102900334,2001
471442980,109578209,2001
100998620,102900334,2001
471442980,102900334,2001
430159234,102900334,2001
90495762,126805248,2001
183805412,4605405,2001
155185629,109578209,2001
117726610,4605405,2001
346244944,48201229,2001
109578209,102900334,2001
156286014,102900334,2001
87089720,4605405,2001
272734433,155185629,2001
69754622,4605405,2001
379106731,4605405,2001
195430930,4605405,2001
87478423,4605405,2001
54709487,4605405,2001
200242915,4605405,2001
349874951,4605405,2001
126805248,4605405,2001
95544093,4605405,2001
84980064,4605405,2001
177880418,4605405,2001
48201229,4605405,2001
61390075,102900334,2001
268658570,102900334,2001
342900645,102900334,2001
243921537,4605405,2001
218278192,102900334,2001
260842527,4605405,2001
40618834,4605405,2001
262939683,4605405,2001
455075958,4605405,2001
346244944,4605405,2001
418206168,102900334,2001
966883,342900645,2001
454982550,4605405,2001
268443384,4605405,2001
102075112,4605405,2001
345315187,102900334,2001
24971629,102900334,2001
471442980,467390212,2001
47901019,4605405,2001
408737053,102900334,2001
427271449,4605405,2001
485980840,467390212,2001
485980840,4605405,2001
272734433,109578209,2001
257806486,4605405,2001
160667325,4605405,2001
434399147,4605405,2001
966883,438717149,2001
231347157,102900334,2001
482286918,4605405,2001
346244944,102900334,2001
87089720,102900334,2001
430159234,84980064,2001
378403054,4605405,2001
84980064,102900334,2001
178368803,286905050,2001
485980840,84980064,2001
257228739,84980064,2001
160667325,102900334,2001
418206168,286905050,2001
177880418,102900334,2001
379106731,102900334,2001
155185629,4605405,2001
47901019,102900334,2001
471442980,286905050,2001
430159234,286905050,2001
40618834,286905050,2001
243921537,286905050,2001
169626606,61390075,2001
40618834,102900334,2001
106924298,102900334,2001
226572584,4605405,2001
230208607,61390075,2001
236012988,101610360,2001
467390212,286905050,2001
236012988,4605405,2001
229355358,4605405,2001
166178959,4605405,2001
442427329,4605405,2001
101610360,102900334,2001
257228739,4605405,2001
169626606,4605405,2001
195430930,87089720,2001
178368803,4605405,2001
111353985,102900334,2001
442427329,310208141,2001
117326813,4605405,2001
272734433,310208141,2001
117326813,102900334,2001
351132369,4605405,2001
230208607,4605405,2001
378403054,102900334,2001
111353985,4605405,2001
166178959,102900334,2001
378024197,100998620,2001
231347157,4605405,2001
102075112,101610360,2001
188275786,102900334,2001
126805248,102900334,2001
178368803,102900334,2001
349874951,102900334,2001
272734433,69754622,2001
42609855,4605405,2001
262939683,310208141,2001
155185629,487109900,2001
268443384,160667325,2001
84980064,487109900,2001
48201229,101610360,2001
24971629,487109900,2001
157828057,487109900,2001
87478423,102900334,2001
10702482,31591574,2001
54709487,102900334,2001
101610360,31591574,2001
84727104,487109900,2001
485980840,442427329,2001
236012988,102900334,2001
257228739,243921537,2001
109750086,487109900,2001
291695529,4605405,2001
430159234,31591574,2001
342900645,4605405,2001
442427329,487109900,2001
482286918,487109900,2001
485980840,243921537,2001
84980064,243921537,2001
287217862,102900334,2001
438850436,345315187,2001
117726610,102900334,2001
378024197,4605405,2001
272734433,101610360,2001
471442980,31591574,2001
467390212,31591574,2001
201206765,4605405,2001
320353814,31591574,2001
236012988,31591574,2001
438850436,442427329,2001
179099398,102900334,2001
418206168,4605405,2001
378024197,31591574,2001
438850436,487109900,2001
346244944,487109900,2001
58647485,102900334,2001
482286918,442427329,2001
318860177,31591574,2001
460593526,102900334,2001
272734433,487109900,2001
69754622,102900334,2001
378024197,101610360,2001
320353814,102900334,2001
272734433,442427329,2001
320353814,101610360,2001
157828057,102900334,2001
144381211,4605405,2001
378024197,487109900,2001
226572584,31591574,2001
279883737,102900334,2001
342900645,31591574,2001
438850436,4605405,2001
302701957,4605405,2001
482286918,31591574,2001
106924298,4605405,2001
174426192,102900334,2001
243921537,31591574,2001
471442980,442427329,2001
346244944,212660805,2001
58647485,95544093,2001
485980840,101610360,2001
280117387,4605405,2001
144424048,102900334,2001
351132369,102900334,2001
310208141,102900334,2001
418206168,31591574,2001
257228739,31591574,2001
342900645,487109900,2001
430159234,243921537,2001
430159234,487109900,2001
279883737,4605405,2001
90495762,4605405,2001
84980064,31591574,2001
302701957,102900334,2001
471442980,243921537,2001
200242915,102900334,2001
485980840,31591574,2001
266869557,4605405,2001
218278192,4605405,2001
84727104,31591574,2001
467390212,243921537,2001
178368803,31591574,2001
281707515,102900334,2002
49235572,84980064,2002
80224071,286905050,2002
241922477,31591574,2002
439960318,102900334,2002
118114556,11992596,2002
63769244,31591574,2002
49235572,102900334,2002
388856758,346244944,2002
398159142,84980064,2002
137308877,101610360,2002
31206111,31591574,2002
44926145,102900334,2002
398159142,4605405,2002
418918514,4605405,2002
31206111,84980064,2002
184207521,286905050,2002
379958112,84980064,2002
484620458,442427329,2002
484620458,487109900,2002
10901561,31591574,2002
252198402,31591574,2002
118114556,101610360,2002
250731213,102900334,2002
346226242,84980064,2002
425978685,102900334,2002
49235572,286905050,2002
95133017,102900334,2002
415461342,84980064,2002
460229845,4605405,2002
80224071,84980064,2002
10901561,84980064,2002
250731213,84980064,2002
377399901,238756718,2002
346151785,286905050,2002
58026270,102900334,2002
128740038,286905050,2002
330618704,84980064,2002
297746645,84980064,2002
361676726,250731213,2002
348482584,84980064,2002
415461342,438717149,2002
1340729,438717149,2002
361676726,438717149,2002
322793768,438717149,2002
12164162,155185629,2002
373194245,442427329,2002
83706783,4605405,2002
