paper_id,year
116826958,2007
239263407,2007
223688399,2008
185400188,2008
26632145,2008
360239631,2008
115036778,2009
456925904,2009
63827455,2009
253400225,2009
55542914,2009
291840368,2009
96175448,2009
106385315,2009
428285982,2009
344451360,2009
216867472,2009
328334386,2009
265028399,2009
236916968,2009
298160155,2009
454846316,2009
76108437,2009
151025481,2009
258089328,2010
278275053,2010
394414727,2010
351644342,2010
317666629,2010
226693722,2010
396527282,2010
366474233,2010
311920440,2010
411937192,2010
186584420,2010
277657962,2010
390806429,2010
424484896,2010
116920938,2010
104846799,2010
149658676,2010
279736524,2010
444333275,2010
396457747,2010
12132642,2010
342508775,2010
353996427,2010
349856964,2010
66531061,2010
81054531,2010
56014695,2010
186859393,2010
394539792,2010
107175083,2010
354071787,2010
279287191,2010
341920456,2010
42148958,2010
105488333,2010
53385412,2010
124525206,2010
69813138,2010
490426328,2010
443625855,2010
181343691,2010
72907544,2010
138357119,2010
481047443,2010
217502934,2011
239389526,2011
485994902,2011
320426270,2011
264475177,2011
121586679,2011
368633933,2011
231484138,2011
41510905,2011
110923555,2011
8272550,2011
494868348,2011
395880773,2011
26067321,2011
323480720,2011
190627690,2011
100623220,2011
75624364,2011
233908474,2011
418454665,2011
347776346,2011
120654031,2011
50208858,2011
255416513,2011
40772227,2011
419773965,2011
424425344,2011
332809688,2011
403605048,2011
423491549,2011
231365927,2011
120811500,2011
403565735,2011
7021074,2011
69111726,2011
375448860,2011
237799532,2011
171744531,2011
168853192,2011
53254627,2011
168540969,2011
466067419,2011
406048447,2011
9840555,2011
166317893,2011
69556547,2012
4417797,2012
499525433,2012
147131897,2012
4427808,2012
281009280,2012
498509766,2012
443654102,2012
300354471,2012
146016072,2012
134575914,2012
361198595,2012
251156558,2012
18524060,2012
163186096,2012
37529801,2012
197051982,2012
374847367,2012
133442951,2012
170050908,2012
358102784,2012
314577763,2012
168931036,2012
113353024,2012
442379542,2012
100843346,2012
295165472,2012
242484410,2012
366348160,2012
229090235,2012
302324556,2012
23691875,2012
320938636,2012
436295182,2012
146385817,2012
345060630,2012
119966841,2012
282198943,2012
351750103,2012
276084462,2012
369348392,2012
497387248,2012
263701198,2012
363508655,2012
499959362,2012
91729602,2012
49674380,2012
205356644,2012
140085893,2012
278972396,2012
45928837,2012
59135303,2012
354269692,2012
81775532,2012
51165620,2012
75835266,2012
168189556,2012
270583878,2012
72275119,2012
270943047,2012
324406863,2012
46005894,2012
442454745,2012
263819853,2012
117585860,2012
14681125,2012
453037929,2012
236764099,2013
488764780,2013
143373080,2013
421713215,2013
43803923,2013
205694501,2013
121186215,2013
447658824,2013
294868479,2013
221059783,2013
422245932,2013
100995410,2013
396463563,2013
319322592,2013
15637396,2013
374048901,2013
485017440,2013
403290392,2013
203667033,2013
13105266,2013
213556146,2013
443028958,2013
486302321,2013
391149719,2013
359615636,2013
257387666,2013
272589752,2013
109341543,2013
199141412,2013
296634950,2013
462720452,2013
464567975,2013
16878307,2013
430348013,2013
193071864,2013
475886935,2013
273792627,2013
382684906,2013
390371529,2013
208687069,2013
450501813,2013
96059332,2013
154787455,2013
134727633,2013
209214732,2013
35459386,2013
404857813,2013
489078879,2013
119510028,2013
255327750,2013
322477178,2013
59420930,2013
449658957,2013
18964655,2013
