id,T,tree_entropy
223688399,238.45760465160163,0.0
26632145,0.0,0.021104409904965805
116826958,0.0,0.021104409904965805
239263407,238.45760465160163,0.018010002848894622
185400188,0.0,0.021104409904965805
360239631,0.0,0.021104409904965805
106385315,0.0,0.021104409904965805
115036778,135.38844876551914,0.18116019431602093
456925904,94.73897145659028,0.06282429968688383
96175448,135.38844876551914,0.05567767689782572
291840368,238.45760465160163,0.04474678737847031
328334386,57.616333639098784,0.004306921400973038
454846316,238.45760465160163,0.03239978151825206
344451360,99.50075318169958,0.0018101120897685912
216867472,238.45760465160163,0.03239978151825206
298160155,0.0,0.007184990680509376
253400225,61.37459584323292,0.013591618025550995
76108437,0.0,0.016686025081622178
63827455,0.0,0.021104409904965805
428285982,238.45760465160163,0.018010002848894622
55542914,0.0,0.021104409904965805
265028399,0.0,0.021104409904965805
236916968,0.0,0.021104409904965805
151025481,0.0,0.021104409904965805
396457747,238.45760465160163,0.018010002848894622
138357119,0.0,0.003094407056071184
226693722,0.0,0.006188814112142368
396527282,0.0,0.021104409904965805
311920440,0.0,0.0049045191458397756
444333275,0.0,0.016686025081622178
186859393,0.0,0.021104409904965805
186584420,83.71577547459047,0.016686025081622178
66531061,0.0,0.021104409904965805
351644342,0.0,0.003094407056071184
317666629,64.17054433974167,0.03800413760445121
394414727,57.13668748445583,0.007457771636748492
490426328,0.0,0.007184990680509376
278275053,0.0,0.021104409904965805
104846799,76.20868800400233,0.023563011871564808
443625855,0.0,0.0049045191458397756
341920456,0.0,0.003094407056071184
366474233,0.0,0.0049045191458397756
12132642,0.0,0.021104409904965805
342508775,0.0,0.021104409904965805
81054531,0.0,0.021104409904965805
277657962,0.0,0.021104409904965805
69813138,0.0,0.007184990680509376
390806429,0.0,0.021104409904965805
424484896,0.0,0.021104409904965805
116920938,0.0,0.003094407056071184
394539792,238.45760465160163,0.021104409904965805
149658676,0.0,0.021104409904965805
349856964,67.53414326166974,0.016686025081622178
411937192,238.45760465160163,0.021104409904965805
72907544,0.0,0.011450666774381859
353996427,0.0,0.016686025081622178
279736524,0.0,0.016686025081622178
258089328,0.0,0.016686025081622178
124525206,0.0,0.016686025081622178
181343691,0.0,0.021104409904965805
42148958,238.45760465160163,0.021104409904965805
105488333,0.0,0.021104409904965805
53385412,0.0,0.0049045191458397756
279287191,0.0,0.021104409904965805
481047443,0.0,0.021104409904965805
354071787,0.0,0.021104409904965805
56014695,0.0,0.021104409904965805
107175083,238.45760465160163,0.018010002848894622
7021074,0.0,0.007184990680509376
403605048,0.0,0.007184990680509376
41510905,0.0,0.021104409904965805
255416513,0.0,0.010704889610707011
110923555,0.0,0.006188814112142368
53254627,0.0,0.007184990680509376
395880773,0.0,0.007184990680509376
231484138,0.0,0.021104409904965805
466067419,0.0,0.003094407056071184
231365927,67.53414326166974,0.016686025081622178
347776346,0.0,0.010704889610707011
419773965,0.0,0.021104409904965805
217502934,0.0,0.003094407056071184
403565735,0.0,0.007184990680509376
494868348,60.54497566603462,0.013591618025550995
423491549,0.0,0.003094407056071184
120811500,83.50562744613033,0.016686025081622178
375448860,135.38844876551914,0.016686025081622178
121586679,0.0,0.021104409904965805
233908474,0.0,0.021104409904965805
332809688,0.0,0.010704889610707011
50208858,0.0,0.016686025081622178
485994902,0.0,0.010704889610707011
120654031,0.0,0.021104409904965805
320426270,0.0,0.010704889610707011
264475177,55.675806623946244,0.010704889610707011
26067321,0.0,0.006188814112142368
168853192,238.45760465160163,0.021104409904965805
171744531,84.69442462905175,0.013591618025550995
9840555,0.0,0.021104409904965805
406048447,0.0,0.021104409904965805
166317893,0.0,0.010704889610707011
237799532,0.0,0.016686025081622178
8272550,0.0,0.021104409904965805
69111726,0.0,0.010704889610707011
424425344,0.0,0.021104409904965805
75624364,0.0,0.010704889610707011
40772227,0.0,0.003094407056071184
168540969,0.0,0.010704889610707011
368633933,238.45760465160163,0.021104409904965805
190627690,135.38844876551914,0.016686025081622178
323480720,0.0,0.021104409904965805
239389526,0.0,0.021104409904965805
418454665,0.0,0.021104409904965805
100623220,0.0,0.021104409904965805
