paper_id,year
328354481,2002
282956164,2002
283769803,2002
223843948,2002
251758081,2002
253683639,2002
335256769,2002
179495267,2002
385461154,2002
142392216,2002
107335841,2002
456496053,2002
277734549,2002
169873891,2003
201743613,2003
133788709,2003
162868488,2003
132162212,2003
461734817,2003
318154844,2003
453407828,2003
488793263,2003
146137584,2003
68433460,2003
271414979,2003
177862962,2003
240687707,2003
179036691,2003
336401381,2003
292127604,2003
388778961,2003
183362389,2003
193703624,2003
409580026,2003
101136078,2003
358240380,2003
37466923,2003
127761674,2003
15008750,2003
82932053,2003
484676908,2003
160052308,2003
62069545,2003
367205203,2003
416485457,2003
357979136,2003
415612371,2004
310870246,2004
82977274,2004
493998846,2004
229990166,2004
67046588,2004
16557297,2004
300210510,2004
326968139,2004
450169800,2004
241488396,2004
247891200,2004
418698170,2004
416971705,2004
10767500,2004
60206152,2004
338700411,2004
154054573,2004
390983229,2004
470700599,2004
262475177,2004
416008650,2004
129532689,2004
392293724,2004
475614907,2004
454569776,2004
91293941,2004
230704382,2004
25823403,2004
355532447,2004
91506959,2004
284497254,2004
98366447,2004
323197384,2004
403351784,2004
369831035,2004
84994715,2004
467071394,2004
5667026,2004
170423313,2004
249492542,2004
408569904,2004
358912338,2004
98333854,2004
425843261,2004
23257929,2004
127674771,2004
458082687,2004
164137043,2004
356431350,2005
138770792,2005
427256059,2005
64244134,2005
211715700,2005
454200470,2005
365841301,2005
196350528,2005
386022054,2005
440271684,2005
373233715,2005
234990467,2005
364211520,2005
387820451,2005
185021166,2005
370651275,2005
339796743,2005
431297731,2005
139430543,2005
132422615,2005
127543494,2005
435285933,2005
65729118,2005
276977437,2005
430428299,2005
87808389,2005
459051510,2005
100444724,2005
378109028,2005
278216886,2005
62932874,2005
134622816,2005
346783076,2005
457053526,2005
368924431,2005
489206375,2005
191881200,2005
435300419,2005
19707220,2005
29080652,2005
32540522,2005
9767595,2005
137463264,2005
230151882,2005
438904992,2005
485983991,2005
230882357,2005
198615634,2005
263302195,2005
364616902,2005
110847875,2005
74165090,2005
242011275,2005
498062160,2005
256895682,2005
244309745,2005
395119370,2005
174648894,2005
161053844,2005
36071267,2005
397345330,2005
423863046,2005
444077139,2005
314884549,2005
172760320,2005
150668741,2005
307713597,2005
399952925,2005
163884342,2005
407860164,2005
111074249,2005
148017976,2005
449632815,2005
109932532,2005
309767545,2005
94940736,2005
265232452,2005
34483063,2005
314700152,2005
462530853,2005
144652791,2005
117782736,2005
311299147,2005
153992454,2005
39074466,2005
14547443,2005
182730626,2005
420090037,2005
38605964,2005
143697626,2005
83010765,2005
72262342,2005
337188621,2005
116918488,2005
89674622,2006
463576655,2006
318422976,2006
128230167,2006
221139969,2006
356589715,2006
128355168,2006
433150277,2006
255584482,2006
310287763,2006
434736678,2006
220100038,2006
297476599,2006
318261380,2006
7666745,2006
7648695,2006
360518699,2006
