paper_id,reference_id,year
412545204,230197503,1997
230197503,56158074,1997
413395130,56158074,1997
315356065,56158074,1997
412545204,56158074,1997
462562365,56158074,1997
413395130,462562365,1997
386795426,56158074,1997
199431051,56158074,1997
61941673,56158074,1997
250134295,413395130,1998
131314942,56158074,1998
371364408,315356065,1998
250134295,56158074,1998
371364408,56158074,1998
233701478,56158074,1998
131314942,315356065,1998
177124750,56158074,1998
170778482,56158074,1999
259925011,56158074,1999
124536124,56158074,1999
119369067,56158074,1999
170778482,131314942,1999
451084519,56158074,1999
89047407,56158074,1999
89047407,119369067,1999
170778482,250134295,1999
497262904,56158074,1999
195468185,56158074,1999
207410595,56158074,1999
207410595,297115577,2000
173996710,315356065,2000
157356837,230197503,2000
160407664,315356065,2000
160407664,56158074,2000
400125264,78506303,2000
230598780,377022227,2000
173996710,371364408,2000
160407664,78506303,2000
50808015,371364408,2000
259925011,297115577,2000
230598780,315356065,2000
321263484,56158074,2000
170948535,56158074,2000
377022227,315356065,2000
321263484,315356065,2000
133054915,56158074,2000
50808015,315356065,2000
157356837,315356065,2000
400125264,377022227,2000
230598780,56158074,2000
230598780,124536124,2000
160407664,377022227,2000
157356837,56158074,2000
488705143,56158074,2000
50808015,56158074,2000
497262904,377022227,2000
400125264,56158074,2000
67578276,56158074,2000
321263484,131314942,2000
173996710,56158074,2000
173996710,50808015,2000
377022227,56158074,2000
78506303,56158074,2000
333453298,56158074,2000
297115577,56158074,2000
297115577,89047407,2000
157356837,133054915,2000
371353083,56158074,2001
7274437,333453298,2001
437887023,333453298,2001
371353083,462562365,2001
428757494,56158074,2001
38384072,56158074,2001
380772272,56158074,2001
40973539,462562365,2001
408473682,56158074,2001
277368814,315356065,2001
277368814,56158074,2001
437887023,56158074,2001
298205647,56158074,2001
213486188,56158074,2001
408473682,213486188,2001
140051670,56158074,2001
323592778,315356065,2001
7274437,38384072,2001
160144750,246503408,2001
7274437,56158074,2001
223145186,56158074,2001
447537559,56158074,2001
40973539,56158074,2001
252040284,56158074,2001
160144750,56158074,2001
428757494,119369067,2001
160407664,38384072,2001
40973539,315356065,2001
416637049,56158074,2001
323472725,462562365,2001
246503408,56158074,2001
277368814,412545204,2001
320351921,56158074,2001
377022227,38384072,2001
223145186,250134295,2001
277368814,230197503,2001
252040284,416637049,2001
173996710,323592778,2001
50808015,323592778,2001
298205647,377022227,2001
323592778,371364408,2001
437887023,377022227,2001
38384072,377022227,2001
7274437,377022227,2001
437887023,78506303,2001
38384072,78506303,2001
7274437,78506303,2001
323472725,56158074,2001
323592778,56158074,2001
428757494,297115577,2001
397585575,38384072,2002
186657417,380246118,2002
380246118,416637049,2002
375015362,89047407,2002
34037815,207410595,2002
359043969,56158074,2002
375015362,207410595,2002
34037815,89047407,2002
375015362,119369067,2002
140200315,377022227,2002
34037815,119369067,2002
186657417,213486188,2002
275893803,195468185,2002
395337620,78506303,2002
375015362,56158074,2002
308222017,56158074,2002
34037815,428757494,2002
178274178,56158074,2002
375015362,428757494,2002
280427155,56158074,2002
228770239,56158074,2002
375015362,297115577,2002
228770239,38384072,2002
186657417,416637049,2002
359043969,250134295,2002
440911498,56158074,2002
218070601,56158074,2002
140200315,56158074,2002
186657417,170948535,2002
168229982,173114076,2002
186657417,56158074,2002
435005373,124536124,2002
222367510,56158074,2002
397585575,56158074,2002
173114076,38384072,2002
280427155,38384072,2002
347859748,56158074,2002
342726762,56158074,2002
435005373,56158074,2002
168229982,377022227,2002
228770239,377022227,2002
140200315,38384072,2002
395337620,56158074,2002
168229982,38384072,2002
34037815,56158074,2002
275893803,56158074,2002
308222017,439797628,2002
435005373,315356065,2002
413736799,56158074,2002
440911498,246503408,2002
359043969,298205647,2002
168229982,56158074,2002
222367510,320351921,2002
228770239,78506303,2002
173114076,377022227,2002
380246118,56158074,2002
395337620,462562365,2002
34037815,297115577,2002
435005373,377022227,2002
173114076,56158074,2002
280427155,400125264,2002
395337620,160407664,2002
439797628,56158074,2002
168229982,78506303,2002
435005373,230598780,2002
330900424,435005373,2003
330900424,56158074,2003
238474590,56158074,2003
253808945,320351921,2003
228770239,377000554,2003
166994335,416637049,2003
86010875,56158074,2003
351934117,56158074,2003
253808945,400125264,2003
377000554,377022227,2003
86010875,38384072,2003
330900424,170948535,2003
454499043,298205647,2003
365890517,56158074,2003
377000554,298205647,2003
234855952,38384072,2003
365890517,40973539,2003
235248063,56158074,2003
473353839,377022227,2003
234855952,377022227,2003
204430312,377022227,2003
377000554,38384072,2003
166994335,56158074,2003
372762874,400125264,2003
365890517,315356065,2003
204430312,56158074,2003
111004348,56158074,2003
454499043,359043969,2003
277047294,56158074,2003
234855952,56158074,2003
253808945,56158074,2003
330900424,277047294,2003
266280397,315356065,2003
237294379,56158074,2003
310720514,56158074,2003
473353839,56158074,2003
494378421,462562365,2003
372762874,462562365,2003
129089105,413395130,2003
86010875,234855952,2003
494378421,413395130,2003
234855952,168229982,2003
237294379,195468185,2003
494378421,377022227,2003
330900424,252040284,2003
365890517,160407664,2003
236519,56158074,2003
238474590,170948535,2003
129089105,56158074,2003
87036626,56158074,2003
365890517,7274437,2003
86010875,377000554,2003
330900424,440911498,2003
377000554,246503408,2003
330900424,111004348,2003
351934117,377022227,2003
377000554,56158074,2003
372762874,56158074,2003
266280397,56158074,2003
236519,230197503,2003
330900424,133054915,2003
494378421,56158074,2003
454499043,56158074,2003
298478731,454499043,2004
116625156,56158074,2004
70991218,56158074,2004
116625156,40973539,2004
298478731,56158074,2004
174040189,40973539,2004
448754659,56158074,2004
176242228,56158074,2004
372221294,246503408,2004
159788951,56158074,2004
174040189,56158074,2004
82413233,158974104,2004
82413233,56158074,2004
14782605,226967460,2004
419334550,377022227,2004
124709277,297115577,2004
207646949,56158074,2004
101827064,315356065,2004
14782605,56158074,2004
447488639,56158074,2004
159788951,160407664,2004
372221294,56158074,2004
419334550,437887023,2004
101827064,56158074,2004
226967460,56158074,2004
298478731,315356065,2004
448754659,315356065,2004
116625156,330900424,2004
426578656,330900424,2004
388953105,56158074,2004
388953105,234855952,2004
419334550,78506303,2004
124709277,428757494,2004
82413233,298205647,2004
124709277,375015362,2004
235248063,116625156,2004
40973539,116625156,2004
330900424,116625156,2004
14782605,174040189,2004
166994335,174040189,2004
70991218,195468185,2004
124709277,89047407,2004
388953105,377000554,2004
101827064,131314942,2004
124709277,56158074,2004
158974104,56158074,2004
426578656,56158074,2004
112463505,56158074,2004
70991218,237294379,2004
207646949,447488639,2004
124709277,119369067,2004
176242228,170948535,2004
207646949,250134295,2004
116625156,111004348,2004
350549238,56158074,2004
158974104,38384072,2004
426578656,111004348,2004
419334550,56158074,2004
372221294,440911498,2004
372221294,160144750,2004
471477058,170948535,2004
82413233,160144750,2004
388953105,38384072,2004
471477058,56158074,2004
100812405,56158074,2004
87199900,253808945,2005
87199900,56158074,2005
39039546,388953105,2005
408404061,56158074,2005
39039546,158974104,2005
135691238,158974104,2005
402407367,174040189,2005
349314769,174040189,2005
485975676,56158074,2005
475829016,158974104,2005
18339501,317900958,2005
308230947,365890517,2005
39039546,377000554,2005
125835119,377000554,2005
475829016,82413233,2005
39039546,82413233,2005
125835119,371353083,2005
186223435,371353083,2005
308230947,371353083,2005
475829016,448754659,2005
135691238,448754659,2005
349314769,40973539,2005
39039546,448754659,2005
210358971,56158074,2005
218484831,56158074,2005
178985890,40973539,2005
402407367,56158074,2005
87199900,365890517,2005
186223435,377000554,2005
218484831,408404061,2005
135691238,355361690,2005
186223435,38384072,2005
308230947,116625156,2005
138953405,56158074,2005
166994335,402407367,2005
280427155,402407367,2005
349314769,56158074,2005
409525572,56158074,2005
49123693,56158074,2005
87199900,437887023,2005
125835119,56158074,2005
210358971,119369067,2005
308230947,380772272,2005
475829016,56158074,2005
1536678,428757494,2005
475829016,39039546,2005
135691238,39039546,2005
186223435,56158074,2005
166370563,56158074,2005
49123693,440911498,2005
18339501,56158074,2005
349314769,365890517,2005
138953405,275893803,2005
485975676,488748852,2005
72030654,475829016,2005
